is_kolu,isim,osm_id
market,Aytuğ Market Tekel Bayi,5107305866
market,Fuat market,5107305875
market,Nesra Tekel ve Şarküteri,5107305883
market,Kızıl Büfe,5107305885
market,Ertaş Supermarket,5108308868
market,Furkan Market,5108308879
market,Milenyum,5108828000
market,Shop Market,5108843073
market,Güven Market,5108843085
market,Hilal Büfe,5108843106
market,Antik Büfe,5108843391
market,Murat Gida Shop,5108843524
market,Öz Şahinler Market,5108843751
market,Greens,5108843996
market,Yeni Tuna Büfe,5109654699
market,Nasip Ticaret,5110344564
market,Tadım büfe,5110344566
market,Demircan gıda,5110344589
market,Enes büfe,5110345106
market,Yavuzlar,5110345119
market,Çavuş büfe,5110345647
market,Öz vefa,5110347196
market,Sürgüçü gıda,5110347210
market,Mevlânâ büfe,5110347215
market,Bayramoğlu gıda,5110347221
market,Oskar,5111205413
market,Yilmaz,5111205416
market,Altay market,5111205420
market,Nur gida pazari,5111206134
market,Yeni Turcel Market,5111214074
market,Sifa market,5111214087
market,Suade,5111214112
market,Telci bufe,5111215125
market,Unsel,5111215143
market,Sercan Market,5111215159
market,Kocoglu,5111215191
market,Guven market,5111215219
market,Şahin Market,5112723899
market,İmamoğlu Turşuları,5112723917
market,Ender Market,5112725523
market,Emniyet Büfe,5112725527
market,Kelesoğlu Market,5112725542
market,Yusuf Tekel Shop,5112725545
market,Hiper Marketleri,5112725546
market,Özkan Market,5112725547
market,Evinç Gıda Pazarı,5112725549
market,Evinmar Market,5112725550
market,Site Bakkaliyesi,5112725553
market,Ekonim,5112725557
market,Sümbül Gıda Peynircilik,5112725562
market,Kardeşler Kuruyemiş,5112725567
market,Malatya Pazarı,5112725568
market,Hasköy Gıda,5112725570
market,SHOW Market,5112725579
market,Ayrılmaz Temizlik,5112725587
market,Özen Yufka,5112725593
market,Gündoğan 2 Halk pazarı,5112725599
market,Tolga Gıda,5112725607
market,Aygaz,5112725609
market,İbrahim Bakkal,5112725611
market,Tekmar market,5112725615
market,Şahin tekel mini market,5112725616
market,Sasonlular gıda,5112725617
market,Sempaş market,5112725618
market,UCZ,5112726721
market,Taşdelen gıda,5112726724
market,Beğen Büfe,5112728856
market,Paşa Gıda,5112728870
market,Orhan Market,5112732245
market,Deniz Gıda,5112732300
market,Faruk Güllüoğlu,5112736058
market,Medine Gıda,5112749107
market,Sıla Su,5112749739
market,Topuz Gıda,5112749741
market,Saray Bakkaliyesi,5112749751
market,Yeliz Gıda,5112749754
market,Çelik Gıda,5112749764
market,Özcan Gıda Su,5112749768
market,Lokman Market,5112749771
market,Topaloğlu Hipermarket,5112749778
market,Ovam Gıda Pazarı,5112750016
market,Ekem Gıda,5112750823
market,Pehlivan Gıda,5112750842
market,Saray Gıda,5112750843
market,Hakan büfe,5112834030
market,Emekçioğlu market,5112834060
market,Edirne gıda pazarı,5112834063
market,Sekizkardeşler,5112834064
market,Best market,5112834065
market,Yeşil Ilgaz kuruyemiş,5112834066
market,Petrol 5 büfe,5112966979
market,Erdem Tekel Bayii,5112966980
market,Koçyiğit market,5112967001
market,Fuar büfe,5112971829
market,Aksaray market,5112971837
market,Şimşek Tekel,5113125293
market,Kaya Gıda Ve Şarküteri,5113125296
market,Gülüm Kuruyemiş,5113125302
market,Dörtler Gıda,5113125956
market,Tolga Gida,5113125963
market,Paşa Turşuları,5113126684
market,İtimat Fabrika Satış Mağzası,5113126706
market,Tuborg,5113127755
market,Çevre Market,5113127756
market,Çalıklar Gıda,5113127759
market,Cem Gida ve Şarkuteri,5113127762
market,Kısmet Arslan,5113128073
market,Laleli İş Merkezi,5113128087
market,Kısmet Arslan Kuruyemiş,5113128243
market,İstanbul Büfe,5113128249
market,Karlı,5113465009
market,Mini halk pazarı,5113465248
market,Akkuş gida,5113465255
market,kale,5113465265
market,Serhat Süpermarket,5113470966
market,Yİğİt Gıda,5113470970
market,Malatya Arapgir Pazari,5113470973
market,Bereket Yufka,5113470983
market,İmam Yusuf,5113470990
market,Eren Büfe,5113470995
market,Evrankaya Market,5113471001
market,Sinan gida,5113471030
market,Market & şarküteri,5113471048
market,Sağlam Gıda,5113472202
market,Temal Market Show,5113472211
market,Berat gida,5113480912
market,Bozlu market,5113480918
market,Gülüm,5113481321
market,Bereket Gıda,5113481326
market,Selam,5113481331
market,Damak peynirci,5113481346
market,Rammar,5113481368
market,Ercan gida mini hal pazarı,5113481393
market,Özbirlik,5113481402
market,Happy center,5113481403
market,Pehlivan şarküteri,5113483394
market,Erzurum Gıda,5113483627
market,Malata,5113483633
market,Elşehba,5113483645
market,Market güven,5113483647
market,Damla gida,5113483694
market,Bereket,5113486728
market,Yıldırım büfe,5113486739
market,Adıyaman gida,5113486798
market,Süleymaniye gida,5113486799
market,Kardeşler,5113487024
market,Demircan gida,5113487029
market,Abuzer bey market,5113487682
market,Çamdalı tekel shop,5113487685
market,Uğur market,5113487702
market,Orange,5113487709
market,Sahra gida,5113495689
market,Ramadan gida,5113495700
market,Nasip kuruyemiş,5113495708
market,Girit gida,5113495714
market,Kardeşler mini market,5113495719
market,Elmedina market,5113495928
market,Gardenia şam gida,5113495940
market,Umut gida,5113495946
market,Durra gida,5113495947
market,Uğurlu gida,5113495953
market,Köşem gida,5113500237
market,Sultan ahmet mini market,5113500241
market,Show Market,5113500293
market,Ertan Mini Market,5113500310
market,Sevenler Super Market,5113590315
market,ALTUN,5113592156
market,Durok,5113598488
market,Doğuş supermarket,5113598494
market,Kismet market,5113599435
market,Efe market,5113599459
market,Sale Market,5113599508
market,Tadım kuruyemiş,5113609501
market,Alkan supermarket,5113610075
market,Nur market,5113610078
market,Kardeşler gıda,5113610081
market,Nargile satıcı,5113610096
market,Ali bakkal,5113610097
market,Amine kuaforu,5113610103
market,Elif super market,5113610107
market,Haslar bal,5113610108
market,Kahvecioğlu Kahvaltı Sarayı,5113610118
market,özdemir gida,5113611433
market,Tekin market,5113611445
market,Arslan kuruyemiş,5113611447
market,Komşu minimarket,5113611453
market,Şen market,5113611469
market,Kardeşler kuruyemiş,5113611472
market,elmelik,5113611477
market,Merve kuruyemiş,5113611492
market,Akkuş minimarket,5113611494
market,Şamlı gıdası,5113611500
market,Ayın gıda,5113611506
market,Kuzey Supermaermet,5113611511
market,Draman Kuruyemiş,5113611518
market,Şam günleri Gida,5113612632
market,Muhacee Bakkal,5113612633
market,Çum supermarket,5113615722
market,Ekem gıda,5113615726
market,GROSS,5113615733
market,İtimat gıda,5113615736
market,Uysal Gıda,5113620633
market,Aksu market,5113620701
market,Red shop,5113620708
market,Market isranbul,5113620715
market,Bilen Gıda,5113624625
market,Cankurtaran Mini Market,5113624626
market,İnce'nin yeri bakkal,5113624628
market,Arslan Şarküteri,5115933144
market,Mert Gida,5115933152
market,Elif market,5115933154
market,Doğan Kuruyemiş Şekerleme Kuru Kahve,5115933159
market,Ünlütaș Peynircilik,5115933160
market,mo-su 07:00-19:00,5115933172
market,Şerif Kuruyemiş,5115933175
market,Naturel Kuruyemiş,5115933187
market,Free Store,5115933209
market,Market,5115935405
market,Gida market,5115935406
market,Gelgör gida,5115935412
market,Köşem Şarküteri,5115935415
market,Peynir Evim,5115937191
market,Salih Kuruyemiş,5115937192
market,Ferda Yoğurtçuluk,5115937196
market,Karınca,5115937200
market,Sevil Kristal,5115937219
market,Alşark market,5115937327
market,Salman Pasajı,5115937339
market,Rami Karabağ,5115937345
market,Eylül Büfe,5115937353
market,Tokgöz Hipermarket,5115937356
market,Marketim,5115937380
market,Zengin Kuruyemis,5115937827
market,Deram Gıda,5115937836
market,Bal Gıda,5115937837
market,Kiratli Tekel,5115937843
market,Topaloğlu Hiper Marketleri,5115937844
market,Liman Market,5115937849
market,Davet Gıda,5115937850
market,Şehremini Çarşı,5115937851
market,Taşpınar Bakkaliye,5115937860
market,Resul Market,5115937967
market,Özan Temizlik Ürünleri,5115937978
market,Tünaydın,5115937982
market,Sultan Ahmet Market,5115938002
market,Demmar Hiper Market,5115938010
market,Balıkesir Gıda Tekel,5115938017
market,Güneydoğu Grup,5115938019
market,Soylu Avm,5115938130
market,Furkan gıda,5115939225
market,Ceylan Gida,5115939231
market,Gelgör Gıda,5115939241
market,Morkoç Gıda Market,5115939247
market,Kenan Gıda,5115939251
market,Alkan Süpermarket,5115939253
market,Doğuş Tekel Bayii,5115939258
market,KARDEŞLER MARKET,5115939269
market,İtimat Fabrİka Satış Mağazası,5115939277
market,Güler Kardeşler,5115939286
market,Bek-Mar Group,5115940953
market,Narin Market,5115940955
market,Eylül Gıda,5115940964
market,Yavuz Gıda,5115940969
market,Fuar Gıda,5115940982
market,Derikliler-2,5115940989
market,Öz Erciyes Market,5130434295
market,Bariş market,5137777421
market,Bakkal Hasan,5139013521
market,Barış Büfe & Tekel,5142556927
market,Güneş Büfe,5142556928
market,Gültekin Gıda,5146865024
market,Ekinoks Market,5147032664
market,Çiçek Kuruyemiş,5243945210
market,Sinan gıda pazarı,5243950218
market,Bayır gıda,5243950747
market,Mert bufe,5243950774
market,Alhiazi,5243950779
market,Hayat bal,5243950781
market,Tekmar,5243950797
market,Bazbazoj,5243950800
market,Derya,5243950806
market,Ziyafet aktar,5243950815
market,Metro Market,5243950925
market,Aslan,5243950930
market,Takhfidat,5243950952
market,Sirac,5243951019
market,Alwalid oghlu market,5243951381
market,Şarküteri Dünyası,5243951410
market,Gözde Tekel Bayii,5243951432
market,Sade Pazar,5243951509
market,Merkez yufka,5243951511
market,suryie carsesi,5243951534
market,dagistam guda,5243951537
market,Kardesler,5243951539
market,Sham market,5243951966
market,Her gun pazar,5243951967
market,Alfateh,5243951968
market,Mini-halk pazari,5243951970
market,Nurradin,5243952003
market,Capaliglu Market,5243952012
market,Aslan sut urenleri,5243952322
market,Alandolu shop,5243952632
market,bigic gida,5243952726
market,Gul-sal,5243952736
market,Gokturk,5243952740
market,Yufka,5243952741
market,Besr gida,5243952747
market,Beşir gıda,5243952748
market,Umit market,5243952751
market,Gül Kuruyemiş,5243952771
market,Sam market,5243952781
market,Vatan Büfe,5243952784
market,Ozarma Gıda,5243952791
market,Halal marketler,5243953340
market,Karakaş Gida,5244795907
market,Dilek,5244796161
market,Bereket Mini Market,5244801838
market,Mapavri Minimarket,5244801855
market,Mini Market Tekel Shop,5244801895
market,Ufuk Mini Market,5244801917
market,family Market,5244802001
market,Bereket Gida,5244802013
market,Paşa MiniMarket,5244803026
market,Peker Tekel Bayi,5244803042
market,Turna Büfe ve Tekel,5244807856
market,Kibar Market,5244809856
market,Taşkıran Gıda,5244810301
market,şıklar Büfe,5244810305
market,Altı Kardeşler Büfe,5244810308
market,Ramon Market,5244810313
market,Tay Büfe,5244810318
market,Üstünel Büfe,5244810601
market,Safran Büfe,5244810642
market,Cem Büfe Tekel Bayii,5244810645
market,AYAR GIDA,5244812074
market,Hocaogullari Gida Kuruyemis,5244812101
market,Karakus Ticaret,5244812114
market,Eren Gıda,5247681033
market,kebir kahvaltıcılık,5253587681
market,rammar,5253587696
market,Özlem Market,5254194074
market,Ayaz Gıda,5254672014
market,Al Caseba,5255840798
market,Nokta,5255962251
market,Çağmar Hipermarketleri,5255988090
market,Kaya Market,5255988092
market,İndirim market,5263301322
market,uyum,5263428032
market,Uğur Market,5263946553
market,Gümüş,5265578994
market,Enes Gıda,5265585613
market,Laz Bakkal,5265594637
market,ucz market,5268448036
market,Çıtır Gıda,5270245985
market,Karagül,5270316072
market,Halal,5270316088
market,Havana Tekel,5270316093
market,Sancak market,5270316094
market,İkizler Gıda,5270522116
market,Safari Tekel,5272473070
market,Yufkacı,5272473076
market,Cemre Mısır,5272473082
market,Hakpa,5272473084
market,Koska,5274052760
market,Kardeşler Gıda,5274083451
market,Turşucu,5274083458
market,Moonlight Tekel,5274083460
market,As Gıda,5275500553
market,BİM;Maltepe Verem Savaş Dispanseri,5275504494
market,Yeşilılgaz Market,5275505726
market,Öztürk Gıda,5275748428
market,Happy Center Süpermarket,5275995648
market,Gümüş Hırdavat,5279766090
market,Akdeniz Baharat,5280587237
market,Oruç,5280587290
market,Berka,5283466145
market,Köşem Tekel,5283704764
market,Kartal Market,5284675922
market,Cadde Market,5284690851
market,Makbul,5285760924
market,Küptepe Zeytin,5286468960
market,Şentürk Gıda,5286468975
market,Koçoğlular Market,5288242144
market,Emel Market,5289574365
market,KİM Market,5289936098
market,kurtuluş bakkal,5290364048
market,Doğal Süt,5291793659
market,Gökkuşağı,5291873156
market,Güney Yapı Market,5291873184
market,Tarhanlar market,5292618621
market,Özdağ yapı market,5292618624
market,Koçal inşaat malzemeleri,5292618625
market,Mevlana hipermarket,5292639167
market,Yusuf Market,5292675404
market,tatbak,5292675411
market,Atıcı market,5292675418
market,Ataman Tuhafiye,5292675624
market,Kayra giyim ve tuhafiye,5292675629
market,ASU iş elbiseleri,5292698143
market,Oto Furkan,5292698149
market,Koyuncular Süpermarket,5293754888
market,DİA,5293824452
market,MOPAŞ,5293882353
market,Durak Market,5293890886
market,Yılmaz Market,5293976369
market,Umut Tekel,5293976372
market,Şafaklar Market,5293976375
market,yiğit market,5294058872
market,Arı market,5294090633
market,Şeyda Gıda,5294091644
market,Can Market,5294611411
market,Yükseker süpermarket,5294611413
market,Ekomar,5294611416
market,Yıldız Market,5294611417
market,Çarşı Pazar,5294611419
market,Erenköy Yayla Market,5294684048
market,Köylü Market,5294684049
market,Anadolu Shop,5295117675
market,Ayder Market,5295118534
market,Yataş (Bedding) Adatepe,5295467543
market,İdeal Gıda,5295528432
market,Şehri Mini Market,5295857881
market,Yılmazlar,5295857890
market,Köyüm Market,5295857914
market,Çapanet,5295857917
market,Kafkas Market,5296343844
market,Cadde Tekel,5296377641
market,Aydınlar Market,5296448344
market,Doğan İnşaat Malzemeleri,5296448376
market,Kısmet kuruyemiş ve Şarküteri,5296534757
market,Beşminare market,5296534765
market,EKOMAR,5296534785
market,Akkaya İnşaat Malzemeleri,5296534788
market,özçakır gıda,5296542672
market,Güner Market,5296542689
market,Cadde Büfe,5296577681
market,Karabağ Market,5296577685
market,Selçuk Market,5296577691
market,Tarim Kredi kooperatif marketi,5297555780
market,onur market,5297777461
market,gül market,5297777509
market,Öztürk Market,5297777820
market,Cennet Market,5297777822
market,hacı bakkal,5297994072
market,Başar Gıda,5298383906
market,Mavi Market,5298383943
market,Şentürkler Market,5298403825
market,peynirci baba,5298487761
market,Özen,5300762910
market,Canlar Şarküteri,5300905371
market,Esen Yufka Şarküteri,5300905375
market,Ugur Market,5300961992
market,Dal Gıda,5303277770
market,Güvenal Market,5303277771
market,Emre Gıda ve Şarküteri,5303277773
market,Mazlum Gıda,5303352276
market,Hemşim Gıda,5303352533
market,Özen Hipermarketleri,5303378826
market,Oney Karadeniz Gıda,5303408661
market,Rüyam Gıda,5303716780
market,Kapadokya Ucuzluk AVM,5303724431
market,Aydınlar Gıda Pazarı,5303724454
market,Yılmar Market,5306208323
market,Ayyıldızlar Market,5306271322
market,ŞOK,5312681009
market,Onur Group,5313433543
market,Kartal Süpermarket,5314937439
market,Demtaş,5319184447
market,Akdağ Market,5329297611
market,ıstanbul Börekçisi,5329298038
market,Kenan Bulut,5329298042
market,Tatlıbak,5329298048
market,Gül Market,5329298059
market,Yşim Market,5329298063
market,Yenibirrlik Market,5329298073
market,Efe Market,5329298082
market,Ayturk Gıda,5329298090
market,İncivan Market,5329298100
market,Oruçoğlu Market,5329298104
market,Aziz Oğlu Market,5329298115
market,Arvas Hiper Market,5329298119
market,Yakut,5329298120
market,Aydın Market,5329298427
market,Öksüz Market,5329298443
market,Özgür Gıda,5329298446
market,Ali osman Mini Market,5329298452
market,Morkoç Gıda,5329298454
market,Yeni Pak Gıda,5329298458
market,Gülsah Mini Market,5329298466
market,Alim Gıda,5329298467
market,Pınar Market,5329298468
market,VE_ KA Market,5329298473
market,Doğa Çiftliği,5329298478
market,Metehan Kırtasiye Büfe,5329298480
market,Doğu Süp Ermarket,5329298482
market,Elit Market,5329298491
market,Elek Trik,5329298492
market,Alkan,5329298494
market,Dney Enfes Dondurma,5329298502
market,Baymar Hiper Market,5329298518
market,Ağam Holding,5329298825
market,Can Dostlar Market,5329310961
market,Melek Market,5329310965
market,Yığıt Market,5329310968
market,Onur Gıda,5329310984
market,Gül Mar,5329310988
market,Ayhan Mini Market,5329310995
market,Genç Market,5329310998
market,Vargün Gıda,5329311007
market,Kaya Bakkal,5329311011
market,Aktaş Gıda,5329311013
market,Süt Evi,5329311624
market,Akgün Market,5329311631
market,Alsafak,5329311634
market,Yiğit Gıda,5329311640
market,Aydınlar Gıda,5329311654
market,Anadolu Kahvaltı Dünyası,5329311657
market,Kaçkar Mini Market,5329311658
market,İncivan Hipermarket,5329311660
market,Can Tekel Kuruyemiş,5329311666
market,Karadeniz Gıda,5329311675
market,Oruç Hiper Market,5329311685
market,Beyza Hiper Marketler,5329311692
market,Genç Mini Market,5329311697
market,Öter Gıda,5329311698
market,Aksoy Gıda,5329311700
market,Sevkar Market,5329311707
market,Bilgirler Hipermarket,5329311714
market,Hanımeli Peynircilik,5329311716
market,Maşallah Bakal,5329311717
market,Çamlık Tekel,5329312230
market,Erzincan Gıda,5329312243
market,Öz Mini Market,5329312247
market,Yavuzlar Gıda,5329312249
market,Enfes Gıda,5329312255
market,Tosun Gıda,5329312257
market,YlLdlrm market,5329319356
market,Nisa Markit,5329319371
market,Merkez,5329319374
market,Ikra market,5329319377
market,Zeyrek,5329319387
market,Yanmaz glda,5329319391
market,Kanburoğlu,5329319393
market,Ali,5329319402
market,Rmf market,5329319411
market,Şafafk Market,5329319414
market,Epoğlu Glda,5329319415
market,Ebu Liss,5329319417
market,Even market,5329319527
market,Turanlar,5329319573
market,Elsa Market,5329319575
market,Display market,5329319576
market,Işıkmar Süpermarket,5329319592
market,Okurlar Market,5329319608
market,Tllmaz Glda,5329319829
market,Klasik,5329319832
market,Serd Aroğlu,5329319834
market,Demircanlar market,5329319835
market,Akin gida,5329319839
market,Ceyln market,5329319846
market,NEHİR MARKET,5329320525
market,Meleri nalbur,5329320526
market,Koçtan market,5329320530
market,ÖZASLANLAR,5329320539
market,Tek bilek market,5329320554
market,Gurme,5329320565
market,Yakut hipermarket,5329335340
market,Nur alhuda market,5329335345
market,Dilek market,5329335346
market,Bozkurt dondurma,5329335352
market,Halal dunya marketleri,5329335353
market,Adiyaman bitlis pazar,5329335371
market,Pak pikiç,5329335379
market,Doğan gün AVM,5329335381
market,Özermar,5329335382
market,Gaziantepli tatlıbak,5329335408
market,Sultan kuruyemiş,5329335413
market,Doluyurtlar market,5329335922
market,Keleşoğlu tatlıcılık,5329335931
market,Yildiz gida,5329335932
market,Demirbaş ambalaj,5329335937
market,Reisoğlu tütünu,5329335957
market,Altat kuruyemiş,5329335960
market,Merve market,5329335964
market,Gezer market,5329335965
market,Çağrı market,5329335977
market,İkizler süpermarket,5329335989
market,Aygün market,5329335991
market,Kahvaltı evim,5329335993
market,Sibel gida,5329335995
market,Ceba sobacılık,5329335997
market,Sultanbeyli ambalaj,5329336000
market,Kayalar gida,5329336020
market,Alem market,5329336524
market,Sempati,5329336525
market,Bizmar,5329336537
market,Nurs lokman hekim,5329336538
market,Yüzer kuruyemiş,5329336544
market,Harun mini market,5329336556
market,Mert food gıda,5329336557
market,Ozyilmaz gida ve giyim sanayi,5329336560
market,Balcioğlu market,5329336567
market,Umut tedarik gıda zinciri Tic,5329336569
market,UCZ Market karabag,5329336571
market,Nazar marketleri,5329336574
market,Karakaş mini market kuruyemiş,5329336582
market,Fark büfe,5329336600
market,Çerezcim,5329336608
market,Artım Gıda,5329336612
market,Altuncu büfe,5329336614
market,Bayraklar gıda,5329336921
market,Aksis perakende,5329336934
market,Kar kar kuruyemiş,5329336935
market,Ravzanur mini market,5329336946
market,Tokat gıda,5329336960
market,Beyza market,5329336970
market,Akbil dolum bayii mini bakkal,5329336974
market,Kervan dondurma,5329336976
market,Eski günlar,5329336985
market,Sultan kasap,5329336987
market,Arslan gıda,5329337003
market,Dadaş AVM,5329337005
market,Tütün ürünkeri,5329337438
market,Beni foods,5329337448
market,Komşu market,5329337450
market,Gurme kahvalti,5329337459
market,Fesleğen market,5329337477
market,Fulya çiçekçilik,5329337479
market,Tütüncü ismat,5329337482
market,Naz market,5329337493
market,Yunus market,5329337512
market,Tuna şarküteri,5329337515
market,Uğurlu A.V.M,5329337516
market,Filli boya,5329337520
market,Karabulut market,5329337921
market,Elit market,5329337926
market,Console plus,5329337932
market,Bektaşlar,5329337955
market,Antepden baklava,5329337957
market,Özer market,5329337961
market,Kardelen market,5329337962
market,Şamil oğlu market,5329337968
market,Künefe dünyası,5329337975
market,Gülüm market,5329337986
market,Bekçi,5329337994
market,Kafkas gida,5329337996
market,Karadeniz market,5329338003
market,Mahmoud mini market,5329338013
market,Özdemir mini market,5329338018
market,Alkheir market,5329338019
market,Has ambalaj,5329338128
market,İstanbul büfe,5329338129
market,Maria mini mall,5329338132
market,Özgür mini market,5329338138
market,Alamir,5329338146
market,Salloura öglu,5329338167
market,kazdal market,5329441165
market,abo athman,5344919557
market,Şenmar,5344919570
market,Eroğul Gıda,5344919576
market,Gormar,5344919592
market,Yıldız mini market,5344919593
market,koka kola,5344919599
market,Sezenler,5344919613
market,Eymen Gıda,5344921528
market,Özdiler kuruyemiş,5398284822
market,Zehra kuruyemis,5398297822
market,Babil Gıda,5408893138
market,Çamoluk Gıda,5423356163
market,Oktay Tekel,5450459393
market,Sihirli Çiftlik Ekolojik Market,5450494789
market,Karadağ Gida Şarküteri,5481292127
market,Seferi market,5485927624
market,Tezel gida,5514414877
market,Harpnt kabab,5542882971
market,Asaf kuruyemiş,5542882979
market,Tosun gıda,5542883005
market,Şahin,5542883007
market,Kekeç gida,5542883019
market,şifa Market,5542883136
market,Balci hiper,5542883149
market,Taşkın Market,5542883152
market,Yıldız süpermarket,5542883215
market,Cadde market,5542883216
market,Bayram gıda,5542883218
market,Yağit,5542883322
market,Has çiğköfte dunyasi,5542883339
market,Adam markete,5542883349
market,Başakmar Market,5542883358
market,Sondurak market,5542883371
market,Snowy Gross Market,5542883375
market,Kurvaz gıda,5542883376
market,SE mar,5542883420
market,Hert food,5542883544
market,Maasa Cida,5542883555
market,Akyazı gıda,5542883577
market,Rüya döner&çorba,5542883585
market,alhal,5542883590
market,Buğday unlu maymunları,5542883602
market,Kardeşler markete,5542883612
market,Eminel,5542883625
market,Hasmar süpermarket,5542883631
market,PAŞA CAFE,5542883638
market,Diatemsan,5542883644
market,Vural marker,5542883653
market,Durak döner,5542883655
market,Seval pastanesi,5542883658
market,Huzur gida,5542883676
market,buuap hmah,5542883688
market,Bereket hipermarketliyi,5542883698
market,Gaziantepli şalvarlıoğlu,5542883708
market,Fath mini market,5542883724
market,Güldür marketler,5542883732
market,Meral markete,5542883741
market,Demir markete,5542883770
market,Medet market3,5542883791
market,Yeltepe pastani,5542883803
market,Maya toplu yemek,5542884541
market,Kahvaltı dünyası,5542884552
market,Bayraktar,5542884553
market,Sefa Ekmek Unlu Mamülleri MAnav ve Şarküteri,5542884560
market,Lamazı bakkali,5542884593
market,Ebu yusuf,5542884600
market,Acar market,5542884604
market,Halk market,5542884605
market,Yıldız Gıda,5542884615
market,Birlik hipermarket,5542886338
market,Bizim toptan Market,5542886359
market,Fazlıoğlu Gıda,5542886361
market,Aydın bakkala,5542886373
market,Klas market,5542886394
market,Star market,5542886399
market,Ömür oğlu,5542887034
market,Poyraz doner,5542887038
market,İkizler Kuruyemiş,5542887042
market,Akkaya takset,5542887071
market,Snowy,5542887074
market,Baris Kuruyemis,5542887079
market,Nihat Kuruyemiş,5542887084
market,Kaykusuz Market,5542887088
market,Lezzet Mutfağı,5542887090
market,Markitgütok gıda,5542887094
market,Kasap erginler,5542887096
market,Mahmud Mini Market,5542887102
market,Vatan markete,5542887108
market,Hançer Market,5542887321
market,Göymen,5542887324
market,Tadım çiğköfte,5542887329
market,Kiliç market,5542887337
market,Medet Market,5542887344
market,Sultan,5542887350
market,Naçaroğlu market,5542887369
market,Tekin bufe,5542887389
market,Taşkın gida,5542887394
market,Grand Asya,5542887413
market,Aztek Baklava,5542887631
market,Eren et,5542887633
market,Azim Market,5542887636
market,EFE markete,5542887659
market,Manau,5542887713
market,özçelik,5542887717
market,Gıda,5542887929
market,Koç süpermarker,5542887936
market,Beyza,5542887937
market,Kasap Aydan,5542887941
market,Lays,5542887944
market,merket,5542887959
market,Boy market,5542887963
market,Pınar,5542887970
market,Morkoç,5542887978
market,Düzgün market,5542887983
market,Şefi,5542887984
market,Barakat,5542887987
market,Tayfun Market,5542887989
market,Karagöz,5542887995
market,Tekin balık,5542888000
market,Aksu Kuruyemiş Market,5542888003
market,Birlik market,5542888014
market,Hurun market,5542888921
market,Özkoç Market,5542888922
market,Anteplioğlu,5542888929
market,Nur,5542888930
market,Ulusal Gıda Kuruyemiş,5542888934
market,Akay market,5542888939
market,mismar market lalerı,5542888941
market,kara deniz bakal,5542888945
market,Karadağ,5542888954
market,Gaziantepli Hacı Bedir oğlu,5542888959
market,Ramazan,5542888960
market,Dadas Market,5542888965
market,Cihanbey Market,5542888972
market,Sarıoğlu market,5542888974
market,Melissa,5542888975
market,Başakamr markete,5542888977
market,Gazitanepli baklavaci,5542888985
market,Ucuzluk pazarı,5542888988
market,Köylüoğlu,5542888992
market,Findik su,5542888994
market,Coşkun,5542888997
market,Gökçe,5542889004
market,sahric,5542889008
market,Çiğköfteci ömer usta,5542889010
market,Ziyafet çiğköfte,5542889127
market,Yıldırım market,5542889128
market,Golf markete,5542889138
market,Beyaz konak,5542889143
market,Can markete,5542889152
market,alarabi,5542889154
market,Gök su,5542889155
market,Tadim markete,5542889159
market,Doğan markete,5542889165
market,Altınsoy,5542889178
market,Palamutlu Gıda,5542889186
market,yılbay,5542889190
market,Supir market,5542889198
market,İkra Market,5542889200
market,Tosunlar Market,5542889219
market,Ayoğlu mini,5542890224
market,Elbir gida,5542890236
market,Alameer,5542890240
market,Hasanpaşa pasta ve börek,5542890241
market,Florest,5542890244
market,Kerençiler Market,5542890248
market,Berat,5542890251
market,Özcan mini market,5542890254
market,Başkamar,5542890263
market,Canbaz,5542890265
market,Tur gıda,5542890271
market,ÖZ hatipoğlu markete,5542890277
market,Earth market,5542890280
market,Furkan kasap,5542890286
market,Ailem,5542890295
market,Alioğlu kebab pide lahmacun,5542890300
market,Kayahipermarket,5542890308
market,Zirve döner börek salonu,5542890309
market,Çığır gıda markete,5542891125
market,Seven markete,5542891126
market,Ikizler,5542891137
market,Sercan gida market,5542891143
market,Sevil,5542891149
market,Şafak Market,5542891157
market,Idris market,5542891172
market,Damla Gıda,5542891201
market,Özkaya market,5542891424
market,Mevsim balık,5542891431
market,Demircanlar,5542891456
market,Has çiğköfte,5542891463
market,Hoşgeldiniz,5542891467
market,Kardeşler geyda,5542891474
market,Naseem Market,5542891477
market,Altay dukan,5542891496
market,Hibe market,5542891502
market,Dilek Süpermarket,5570545286
market,Orsin Gıda Binbir Çeşit Toplu Tüketim,5583796210
market,BURDA MARKET,5642528322
market,Katis Market,5655490752
market,AKGÜL GIDA,5666800284
market,Kurtuluş Market,5666800293
market,Gezen Köy (Günlük Tavuk Yumurta Süt),5666800297
market,acar gida,5666800313
market,karasu market,5666801823
market,Yavuz Market,5666801830
market,Metin Gida,5666801842
market,mezaç gida,5666801846
market,ENES MARKET,5666801851
market,M-S MARKET,5666801863
market,ARSLAN KARDEŞLER YUFKA,5666801865
market,Maraş market,5666801878
market,Yöresel Market,5666801906
market,DK Maketleri,5666802326
market,İŞLER GIDA,5666802327
market,KENT MARKET,5666802337
market,YAŞAR MARKET,5666802348
market,sarmaşık,5666802349
market,Ucuz Nokta,5666802352
market,Hayat Kuruyemiş,5667618174
market,Hacı Muhammed Market,5667618177
market,SAM MARKET,5667618186
